"lat","mean_overpasses","min_overpasses","max_overpasses"
52,5.74421296296296,5.625,5.875
52.25,5.78096064814815,5.625,5.9375
52.5,5.82132523148148,5.6875,5.95833333333333
52.75,5.85474537037037,5.70833333333333,6.0625
53,5.88946759259259,5.75,6.02083333333333
53.25,5.92650462962963,5.8125,6.02083333333333
53.5,5.96137152777778,5.79166666666667,6.125
53.75,6.00260416666667,5.8125,6.16666666666667
54,6.04137731481481,5.875,6.1875
54.25,6.07711226851852,5.9375,6.20833333333333
54.5,6.12861689814815,6,6.27083333333333
54.75,6.17028356481481,6,6.375
55,6.20963541666667,6.0625,6.39583333333333
55.25,6.25086805555556,6.10416666666667,6.375
55.5,6.29340277777778,6.125,6.4375
55.75,6.3443287037037,6.22916666666667,6.5
56,6.38859953703704,6.20833333333333,6.625
56.25,6.4447337962963,6.29166666666667,6.625
56.5,6.48350694444444,6.35416666666667,6.64583333333333
56.75,6.53168402777778,6.41666666666667,6.6875
57,6.57581018518519,6.45833333333333,6.70833333333333
57.25,6.62673611111111,6.5,6.75
57.5,6.6802662037037,6.5,6.85416666666667
57.75,6.72583912037037,6.58333333333333,6.875
58,6.78399884259259,6.60416666666667,6.95833333333333
58.25,6.8365162037037,6.64583333333333,7.04166666666667
58.5,6.89554398148148,6.70833333333333,7.0625
58.75,6.94777199074074,6.75,7.10416666666667
59,7.0078125,6.83333333333333,7.14583333333333
59.25,7.0625,6.89583333333333,7.25
59.5,7.12543402777778,6.9375,7.27083333333333
59.75,7.18229166666667,7.0625,7.3125
60,7.24464699074074,7.08333333333333,7.41666666666667
60.25,7.30873842592593,7.16666666666667,7.47916666666667
60.5,7.37326388888889,7.25,7.47916666666667
60.75,7.4375,7.3125,7.5625
61,7.51461226851852,7.375,7.70833333333333
61.25,7.57537615740741,7.35416666666667,7.75
61.5,7.64453125,7.4375,7.83333333333333
61.75,7.71802662037037,7.45833333333333,7.9375
62,7.79412615740741,7.625,7.9375
62.25,7.87123842592593,7.70833333333333,8.02083333333333
62.5,7.95008680555556,7.75,8.1875
62.75,8.01605902777778,7.83333333333333,8.16666666666667
63,8.10460069444444,7.9375,8.27083333333333
63.25,8.18127893518519,8.02083333333333,8.33333333333333
63.5,8.2818287037037,8.125,8.4375
63.75,8.3677662037037,8.22916666666667,8.5625
64,8.45008680555556,8.27083333333333,8.64583333333333
64.25,8.55266203703704,8.375,8.70833333333333
64.5,8.63642939814815,8.45833333333333,8.79166666666667
64.75,8.73466435185185,8.58333333333333,8.85416666666667
65,8.82798032407407,8.64583333333333,8.95833333333333
65.25,8.9408275462963,8.79166666666667,9.08333333333333
65.5,9.04267939814815,8.85416666666667,9.25
65.75,9.15928819444444,9.02083333333333,9.375
66,9.26909722222222,9.125,9.4375
66.25,9.37528935185185,9.27083333333333,9.58333333333333
66.5,9.4955150462963,9.33333333333333,9.66666666666667
66.75,9.61067708333333,9.4375,9.72916666666667
67,9.74074074074074,9.58333333333333,9.95833333333333
67.25,9.87037037037037,9.66666666666667,10.1875
67.5,10.0021701388889,9.875,10.2291666666667
67.75,10.1439525462963,9.9375,10.2916666666667
68,10.2844328703704,10.0625,10.5
68.25,10.4325810185185,10.2083333333333,10.625
68.5,10.5892650462963,10.4375,10.75
68.75,10.7447916666667,10.5416666666667,10.9375
69,10.9076967592593,10.7083333333333,11.125
69.25,11.0802951388889,10.9583333333333,11.2708333333333
69.5,11.25390625,11.0208333333333,11.6041666666667
69.75,11.4318576388889,11.1458333333333,11.6875
70,11.625,11.4791666666667,11.8333333333333
70.25,11.8271122685185,11.5833333333333,12.0416666666667
70.5,12.0232928240741,11.6666666666667,12.3333333333333
70.75,12.2473958333333,11.8541666666667,12.5833333333333
71,12.4848090277778,12.2083333333333,12.7291666666667
71.25,12.724537037037,12.5625,12.8333333333333
71.5,12.9571759259259,12.6666666666667,13.3958333333333
71.75,13.2300347222222,12.8333333333333,13.6041666666667
72,13.5211226851852,13.1875,13.8125
72.25,13.7939814814815,13.625,13.9791666666667
72.5,14.1072048611111,13.7916666666667,14.4166666666667
72.75,14.4211516203704,13.9583333333333,14.7708333333333
73,14.7582465277778,14.4583333333333,15.0833333333333
73.25,15.1329571759259,14.8333333333333,15.4375
73.5,15.5394965277778,15.1666666666667,15.8541666666667
73.75,15.9592013888889,15.7083333333333,16.2083333333333
74,16.4097222222222,16.0833333333333,16.6875
74.25,16.9195601851852,16.5833333333333,17.2291666666667
74.5,17.4670138888889,17.0625,17.7291666666667
74.75,18.0679976851852,17.7916666666667,18.375
75,18.7599826388889,18.5,19.0833333333333
75.25,19.5344328703704,19.2291666666667,19.9166666666667
75.5,20.4895833333333,20.0833333333333,20.7708333333333
75.75,21.7543402777778,21.1458333333333,22
76,23.0040509259259,22.375,23.2291666666667
76.25,24.2174479166667,23.5104166666667,24.6041666666667
76.5,25.3583622685185,24.7604166666667,25.6041666666667
76.75,26.4280960648148,25.9479166666667,26.7083333333333
77,27.4247685185185,26.9583333333333,27.625
77.25,28.310474537037,27.9375,28.5833333333333
77.5,29.1322337962963,28.8333333333333,29.375
77.75,29.658275462963,29.3125,29.9375
78,29.6488715277778,29.3541666666667,29.9375
78.25,29.5648148148148,29.375,29.7916666666667
78.5,29.5107060185185,29.3125,29.75
78.75,29.521556712963,29.25,29.7708333333333
79,29.6205150462963,29.2916666666667,29.8958333333333
79.25,29.5910011574074,29.2291666666667,29.8333333333333
79.5,29.5177951388889,29.2916666666667,29.75
79.75,29.6427951388889,29.3958333333333,29.8541666666667
80,29.1520543981481,28.8958333333333,29.3645833333333
80.25,27.2485532407407,27.0833333333333,28.2083333333333
80.5,25.3324652777778,25.125,26.3333333333333
80.75,23.4416956018519,23.2083333333333,24.4895833333333
81,21.5426793981481,21.3541666666667,22.5520833333333
81.25,19.6328125,19.4375,20.625
81.5,17.708912037037,17.4791666666667,18.6458333333333
81.75,15.6935763888889,15.4166666666667,16.6875
82,13.5196759259259,13.3333333333333,14.6458333333333
82.25,11.3961226851852,11.25,12.4583333333333
82.5,9.33333333333333,9.14583333333333,10.3541666666667
82.75,7.30092592592593,7.16666666666667,8.27083333333333
83,5.23148148148148,5.08333333333333,6.20833333333333
83.25,2.71440972222222,2.5625,3.95833333333333
83.5,0.625434027777778,0.5,1.69791666666667
83.75,0.610328638497653,0.5,0.6875
